company,cc,vertical,index,raw_sector,market_cap_usd,revenue_usd,employees,ticker
News Corp (Class A),US,,S&P500,Communication Services,14440000000,8800000000,23900,NWSA
News Corp (Class B),US,,S&P500,Communication Services,15460000000,8800000000,23900,NWS
NextEra Energy,US,,S&P500,Utilities,187580000000,27870000000,17300,NEE
"Nike, Inc.",US,,S&P500,Consumer Discretionary,60650000000,46400000000,73000,NKE
NiSource,US,,S&P500,Utilities,22410000000,6820000000,7668,NI
Nordson Corporation,US,,S&P500,Industrials,16320000000,2900000000,8000,NDSN
Norfolk Southern,US,,S&P500,Industrials,78200000000,12540000000,19300,NSC
Northern Trust,US,,S&P500,Financials,32880000000,9090000000,23800,NTRS
Northrop Grumman,US,,S&P500,Industrials,75260000000,42890000000,95000,NOC
Norwegian Cruise Line Holdings,US,,S&P500,Consumer Discretionary,8560000000,10030000000,44500,NCLH
NRG Energy,US,,S&P500,Utilities,29390000000,32380000000,16702,NRG
Nucor,US,,S&P500,Materials,54930000000,34160000000,33000,NUE
Nvidia,US,,S&P500,Information Technology,5070000000000,253490000000,42000,NVDA
"NVR, Inc.",US,,S&P500,Consumer Discretionary,16470000000,9920000000,6300,NVR
NXP Semiconductors,US,,S&P500,Information Technology,69370000000,12620000000,32169,NXPI
O’Reilly Automotive,US,,S&P500,Consumer Discretionary,71260000000,18210000000,92923,ORLY
Occidental Petroleum,US,,S&P500,Energy,57520000000,21120000000,10412,OXY
Old Dominion,US,,S&P500,Industrials,47950000000,5460000000,20591,ODFL
Omnicom Group,US,,S&P500,Communication Services,22470000000,19820000000,120000,OMC
ON Semiconductor,US,,S&P500,Information Technology,34540000000,6060000000,22600,ON
Oneok,US,,S&P500,Energy,58320000000,35200000000,6326,OKE
Oracle Corporation,US,,S&P500,Information Technology,349030000000,67360000000,141000,ORCL
Otis Worldwide,US,,S&P500,Industrials,26820000000,14910000000,72000,OTIS
Paccar,US,,S&P500,Industrials,69980000000,27780000000,25900,PCAR
Packaging Corporation of America,US,,S&P500,Materials,20430000000,9530000000,16800,PKG
Palantir Technologies,US,,S&P500,Information Technology,292950000000,5220000000,4429,PLTR
Palo Alto Networks,US,,S&P500,Information Technology,265000000000,10610000000,16068,PANW
Paramount Skydance Corporation,US,,S&P500,Communication Services,9620000000,29050000000,17600,PSKY
Parker Hannifin,US,,S&P500,Industrials,123480000000,20990000000,57950,PH
Paychex,US,,S&P500,Industrials,39050000000,6510000000,17600,PAYX
PayPal,US,,S&P500,Financials,49150000000,33730000000,23800,PYPL
Pentair,US,,S&P500,Industrials,9960000000,4200000000,9000,PNR
PepsiCo,US,,S&P500,Consumer Staples,184230000000,96900000000,306000,PEP
Pfizer,US,,S&P500,Health Care,142370000000,63320000000,75000,PFE
PG&E Corporation,US,,S&P500,Utilities,39200000000,25840000000,29010,PCG
Philip Morris International,US,,S&P500,Consumer Staples,298290000000,42550000000,84900,PM
Phillips 66,US,,S&P500,Energy,84080000000,134490000000,12600,PSX
Pinnacle West Capital,US,,S&P500,Utilities,12880000000,5460000000,6610,PNW
PNC Financial Services,US,,S&P500,Financials,99190000000,24320000000,55333,PNC
PPG Industries,US,,S&P500,Materials,25390000000,16120000000,43500,PPG
PPL Corporation,US,,S&P500,Utilities,27240000000,9310000000,9552,PPL
Principal Financial Group,US,,S&P500,Financials,23060000000,15460000000,19700,PFG
Procter & Gamble,US,,S&P500,Consumer Staples,340440000000,86720000000,109000,PG
Progressive Corporation,US,,S&P500,Financials,119730000000,91020000000,70000,PGR
Prologis,US,,S&P500,Real Estate,138340000000,9660000000,2802,PLD
Prudential Financial,US,,S&P500,Financials,40760000000,63290000000,36824,PRU
Public Service Enterprise Group,US,,S&P500,Utilities,39710000000,12790000000,13189,PEG
PTC Inc.,US,,S&P500,Information Technology,13100000000,3000000000,7642,PTC
Public Storage,US,,S&P500,Real Estate,55110000000,4870000000,5770,PSA
PulteGroup,US,,S&P500,Consumer Discretionary,23100000000,16410000000,6506,PHM
Quanta Services,US,,S&P500,Industrials,97390000000,30120000000,69500,PWR
Qualcomm,US,,S&P500,Information Technology,178190000000,44490000000,52000,QCOM
Quest Diagnostics,US,,S&P500,Health Care,24470000000,11560000000,57000,DGX
Qnity Electronics,US,,S&P500,Information Technology,29020000000,4950000000,10000,Q
Ralph Lauren Corporation,US,,S&P500,Consumer Discretionary,22340000000,8110000000,23600,RL
Raymond James Financial,US,,S&P500,Financials,31440000000,15250000000,19500,RJF
RTX Corporation,US,,S&P500,Industrials,281150000000,93500000000,180000,RTX
Realty Income,US,,S&P500,Real Estate,60590000000,5930000000,544,O
Regency Centers,US,,S&P500,Real Estate,15180000000,1650000000,507,REG
Regeneron Pharmaceuticals,US,,S&P500,Health Care,66320000000,14920000000,15410,REGN
Regions Financial Corporation,US,,S&P500,Financials,26000000000,7240000000,19969,RF
Republic Services,US,,S&P500,Industrials,66860000000,16700000000,42000,RSG
ResMed,US,,S&P500,Health Care,27520000000,5540000000,9980,RMD
Revvity,US,,S&P500,Health Care,12430000000,2900000000,11000,RVTY
Robinhood Markets,US,,S&P500,Financials,92280000000,4610000000,2900,HOOD
Rockwell Automation,US,,S&P500,Industrials,51190000000,8800000000,26000,ROK
"Rollins, Inc.",US,,S&P500,Industrials,19010000000,3920000000,21946,ROL
Roper Technologies,US,,S&P500,Information Technology,36090000000,8280000000,19400,ROP
Ross Stores,US,,S&P500,Consumer Discretionary,74750000000,23780000000,111000,ROST
Royal Caribbean Group,US,,S&P500,Consumer Discretionary,76210000000,18390000000,108000,RCL
S&P Global,US,,S&P500,Financials,124590000000,15730000000,44500,SPGI
Salesforce,US,,S&P500,Information Technology,129110000000,42830000000,83334,CRM
Sandisk,US,,S&P500,Information Technology,246130000000,13180000000,11000,SNDK
SBA Communications,US,,S&P500,Real Estate,18880000000,2850000000,1844,SBAC
Schlumberger,US,,S&P500,Energy,39320000,3160000,9,ZTG
Seagate Technology,US,,S&P500,Information Technology,208760000000,11010000000,30000,STX
Sempra,US,,S&P500,Utilities,61020000000,13560000000,28451,SRE
ServiceNow,US,,S&P500,Information Technology,97710000000,14730000000,29187,NOW
Sherwin-Williams,US,,S&P500,Materials,76450000000,23940000000,64249,SHW
Simon Property Group,US,,S&P500,Real Estate,85800000000,6650000000,3600,SPG
Skyworks Solutions,US,,S&P500,Information Technology,9050000000,4040000000,10000,SWKS
J.M. Smucker Company (The),US,,S&P500,Consumer Staples,12290000000,9050000000,9000,SJM
Smurfit Westrock,US,,S&P500,Materials,22830000000,31240000000,97000,SW
Snap-on,US,,S&P500,Industrials,20970000000,5270000000,13000,SNA
Solventum,US,,S&P500,Health Care,13380000000,8260000000,20584,SOLV
Southern Company,US,,S&P500,Utilities,108420000000,30180000000,29800,SO
Southwest Airlines,US,,S&P500,Industrials,22260000000,30070000000,72790,LUV
Stanley Black & Decker,US,,S&P500,Industrials,13690000000,15230000000,43500,SWK
Starbucks,US,,S&P500,Consumer Discretionary,117370000000,38470000000,381000,SBUX
State Street Corporation,US,,S&P500,Financials,50850000000,15020000000,52000,STT
Steel Dynamics,US,,S&P500,Materials,34850000000,20540000000,14400,STLD
Steris,US,,S&P500,Health Care,20560000000,5940000000,17937,STE
Stryker Corporation,US,,S&P500,Health Care,120240000000,25270000000,56000,SYK
Supermicro,US,,S&P500,Information Technology,20710000000,33700000000,6238,SMCI
Synchrony Financial,US,,S&P500,Financials,23130000000,9910000000,20000,SYF
Synopsys,US,,S&P500,Information Technology,71620000000,8680000000,28000,SNPS
Sysco,US,,S&P500,Consumer Staples,38780000000,83570000000,75000,SYY
T-Mobile US,US,,S&P500,Communication Services,192340000000,92190000000,75000,TMUS
T. Rowe Price,US,,S&P500,Financials,24540000000,7410000000,7773,TROW
Take-Two Interactive,US,,S&P500,Communication Services,42760000000,6660000000,12909,TTWO
"Tapestry, Inc.",US,,S&P500,Consumer Discretionary,28550000000,7850000000,19000,TPR
Targa Resources,US,,S&P500,Energy,61340000000,16560000000,3570,TRGP
Target Corporation,US,,S&P500,Consumer Staples,61190000000,106380000000,415000,TGT
TE Connectivity,US,,S&P500,Information Technology,58060000000,19320000000,93000,TEL
Teledyne Technologies,US,,S&P500,Information Technology,30240000000,6370000000,15800,TDY
Teradyne,US,,S&P500,Information Technology,58530000000,3790000000,6600,TER
"Tesla, Inc.",US,,S&P500,Consumer Discretionary,1210000000000,103620000000,134785,TSLA
Texas Instruments,US,,S&P500,Information Technology,256780000000,19450000000,33000,TXN
Texas Pacific Land Corporation,US,,S&P500,Energy,29270000000,839030000,99,TPL
Textron,US,,S&P500,Industrials,16180000000,15190000000,34000,TXT
Thermo Fisher Scientific,US,,S&P500,Health Care,211640000000,46340000000,125000,TMO
TJX Companies,US,,S&P500,Consumer Discretionary,169300000000,61580000000,377000,TJX
TKO Group Holdings,US,,S&P500,Communication Services,34220000000,5060000000,4000,TKO
Trade Desk (The),US,,S&P500,Communication Services,7980000000,2970000000,3843,TTD
Tractor Supply,US,,S&P500,Consumer Discretionary,15530000000,15750000000,52000,TSCO
Trane Technologies,US,,S&P500,Industrials,105690000000,21600000000,44000,TT
TransDigm Group,US,,S&P500,Industrials,67840000000,9500000000,16500,TDG
Travelers Companies (The),US,,S&P500,Financials,78800000000,48980000000,34000,TRV
Trimble Inc.,US,,S&P500,Information Technology,11790000000,3690000000,11500,TRMB
Truist Financial,US,,S&P500,Financials,62190000000,19030000000,38711,TFC
Tyler Technologies,US,,S&P500,Information Technology,12120000000,2380000000,7800,TYL
Tyson Foods,US,,S&P500,Consumer Staples,19830000000,55710000000,133000,TSN
U.S. Bancorp,US,,S&P500,Financials,98460000000,27320000000,68520,USB
Uber,US,,S&P500,Industrials,140200000000,53690000000,34000,UBER
"UDR, Inc.",US,,S&P500,Real Estate,14070000000,1770000000,1426,UDR
Ulta Beauty,US,,S&P500,Consumer Discretionary,20670000000,12710000000,66820,ULTA
Union Pacific Corporation,US,,S&P500,Industrials,181120000000,25410000000,29287,UNP
United Airlines Holdings,US,,S&P500,Industrials,36880000000,62900000000,113200,UAL
United Parcel Service,US,,S&P500,Industrials,97440000000,88320000000,460000,UPS
United Rentals,US,,S&P500,Industrials,72080000000,16830000000,28500,URI
UnitedHealth Group,US,,S&P500,Health Care,383770000000,450130000000,390000,UNH
Universal Health Services,US,,S&P500,Health Care,8950000000,17760000000,101500,UHS
Valero Energy,US,,S&P500,Energy,91750000000,117840000000,9811,VLO
Veeva Systems,US,,S&P500,Health Care,29420000000,3320000000,7928,VEEV
Ventas,US,,S&P500,Real Estate,47880000000,6110000000,542,VTR
Veralto,US,,S&P500,Industrials,22250000000,5590000000,17000,VLTO
Verisign,US,,S&P500,Information Technology,23360000000,1680000000,928,VRSN
Verisk Analytics,US,,S&P500,Industrials,25150000000,3100000000,8000,VRSK
Verizon,US,,S&P500,Communication Services,184020000000,139150000000,89900,VZ
Vertex Pharmaceuticals,US,,S&P500,Health Care,120690000000,12220000000,6400,VRTX
Vertiv,US,,S&P500,Industrials,116760000000,10840000000,34000,VRT
Viatris,US,,S&P500,Health Care,19810000000,14560000000,30000,VTRS
Vici Properties,US,,S&P500,Real Estate,28830000000,4040000000,28,VICI
Visa Inc.,US,,S&P500,Financials,660800000000,43030000000,34100,V
Vistra Corp.,US,,S&P500,Utilities,56210000000,19450000000,6390,VST
Vulcan Materials Company,US,,S&P500,Materials,35850000000,8060000000,11548,VMC
W. R. Berkley Corporation,US,,S&P500,Financials,28350000000,14900000000,8804,WRB
W. W. Grainger,US,,S&P500,Industrials,64300000000,18380000000,25000,GWW
Wabtec,US,,S&P500,Industrials,50400000000,11510000000,31000,WAB
Walmart,US,,S&P500,Consumer Staples,860270000000,725310000000,2100000,WMT
Walt Disney Company (The),US,,S&P500,Communication Services,161440000000,97260000000,231000,DIS
Warner Bros. Discovery,US,,S&P500,Communication Services,65170000000,37210000000,35500,WBD
Waste Management,US,,S&P500,Industrials,95160000000,25410000000,60500,WM
Waters Corporation,US,,S&P500,Health Care,37240000000,3770000000,7900,WAT
WEC Energy Group,US,,S&P500,Utilities,37230000000,10080000000,7151,WEC
Wells Fargo,US,,S&P500,Financials,260940000000,83030000000,205000,WFC
Welltower,US,,S&P500,Real Estate,174400000000,11770000000,712,WELL
West Pharmaceutical Services,US,,S&P500,Health Care,25610000000,3330000000,10800,WST
Western Digital,US,,S&P500,Information Technology,195230000000,11780000000,51000,WDC
Weyerhaeuser,US,,S&P500,Real Estate,16980000000,6870000000,9517,WY
"Williams-Sonoma, Inc.",US,,S&P500,Consumer Discretionary,25650000000,7880000000,19800,WSM
Williams Companies,US,,S&P500,Energy,92140000000,12110000000,5987,WMB
Willis Towers Watson,US,,S&P500,Financials,27020000000,9900000000,46900,WTW
"Workday, Inc.",US,,S&P500,Information Technology,31980000000,9850000000,21000,WDAY
Wynn Resorts,US,,S&P500,Consumer Discretionary,9960000000,7290000000,28500,WYNN
Xcel Energy,US,,S&P500,Utilities,50310000000,14780000000,11534,XEL
Xylem Inc.,US,,S&P500,Industrials,27650000000,9090000000,22000,XYL
Yum! Brands,US,,S&P500,Consumer Discretionary,40770000000,8490000000,49000,YUM
Zebra Technologies,US,,S&P500,Information Technology,12240000000,5580000000,10700,ZBRA
Zimmer Biomet,US,,S&P500,Health Care,17170000000,8410000000,17000,ZBH
Zoetis,US,,S&P500,Health Care,31020000000,9530000000,14500,ZTS
Vietcombank,VN,,VN30,Banks,18048400000,2857600000,23448,VCB.VN
BIDV,VN,,VN30,Banks,10483200000,2728800000,29048,BID.VN
VietinBank,VN,,VN30,Banks,9025200000,2800000000,24513,CTG.VN
Vinhomes,VN,,VN30,Real Estate,20849200000,6130800000,12155,VHM.VN
Vingroup,VN,,VN30,Conglomerate,64189200000,13273600000,286,VIC.VN
Vinamilk,VN,,VN30,Food Products,4940800000,2546000000,9794,VNM.VN
Hoa Phat Group,VN,,VN30,Steel,7024400000,6244800000,31574,HPG.VN
FPT Corporation,VN,,VN30,Technology,4408800000,2804400000,45507,FPT.VN
Masan Group,VN,,VN30,Conglomerate,3695600000,3264800000,40411,MSN.VN
Mobile World Investment,VN,,VN30,Retail,4146800000,6237200000,66307,MWG.VN
Techcombank,VN,,VN30,Banks,8290800000,1958800000,12946,TCB.VN
Military Commercial Bank,VN,,VN30,Banks,7104400000,2234400000,18600,MBB.VN
VPBank,VN,,VN30,Banks,7934000000,1970000000,29046,VPB.VN
Asia Commercial Bank,VN,,VN30,Banks,5224000000,1218800000,13262,ACB.VN
PetroVietnam Gas,VN,,VN30,Energy,6215600000,5405200000,2920,GAS.VN
Petrolimex,VN,,VN30,Energy,1697600000,12394800000,26123,PLX.VN
SSI Securities,VN,,VN30,Financial Services,2346800000,410400000,1453,SSI.VN
Vietcap Securities,VN,,VN30,Financial Services,913600000,165200000,442,VCI.VN
Sabeco,VN,,VN30,Beverages,2408800000,1035600000,7736,SAB.VN
Refrigeration Electrical Engineering,VN,,VN30,Industrials,1092400000,400400000,2001,REE.VN
Vietnam Rubber Group,VN,,VN30,Materials,4336000000,1163200000,73424,GVR.VN
PetroVietnam Power,VN,,VN30,Utilities,1662800000,1372400000,2182,POW.VN
Vincom Retail,VN,,VN30,Real Estate,1976800000,353600000,1662,VRE.VN
Becamex IDC,VN,,VN30,Real Estate,1589600000,278000000,3044,BCM.VN
Phat Dat Real Estate,VN,,VN30,Real Estate,482800000,52800000,275,PDR.VN
Duc Giang Chemicals,VN,,VN30,Chemicals,576400000,450400000,2680,DGC.VN
Vietjet Air,VN,,VN30,Airlines,3925600000,3283600000,7807,VJC.VN
HDBank,VN,,VN30,Banks,5195600000,1318000000,18465,HDB.VN
TPBank,VN,,VN30,Banks,1564400000,632000000,7821,TPB.VN
Sacombank,VN,,VN30,Banks,5429600000,826800000,14080,STB.VN
Absa Group,ZA,,JSE40,Banks,9823783784,5524324324,37033,ABG.JO
Anglo American,ZA,,JSE40,Mining,48396800000,13780000000,26400,AAL.L
AngloGold Ashanti,ZA,,JSE40,Mining,36398918919,10301081081,38000,ANG.JO
Anheuser-Busch InBev,ZA,,JSE40,Beverages,161460000000,60960000000,136805,ANH.JO
Aspen Pharmacare,ZA,,JSE40,Pharma,3590810811,2302162162,9557,APN.JO
BHP Group,ZA,,JSE40,Mining,203251200000,40110000000,40009,BHP.L
Bid Corporation,ZA,,JSE40,Food,7987027027,13185405405,30387,BID.JO
Bidvest Group,ZA,,JSE40,Conglomerate,4275675676,6970810811,134083,BVT.JO
British American Tobacco,ZA,,JSE40,Tobacco,127449600000,32780800000,47797,BATS.L
Capitec Bank,ZA,,JSE40,Banks,29241621622,2292972973,17672,CPI.JO
Clicks Group,ZA,,JSE40,Retail,2774594595,2677837838,20682,CLS.JO
Discovery,ZA,,JSE40,Insurance,9223243243,4922702703,8450,DSY.JO
Exxaro Resources,ZA,,JSE40,Mining,2543243243,2257837838,6812,EXX.JO
FirstRand,ZA,,JSE40,Banks,28949729730,7529729730,51244,FSR.JO
Glencore,ZA,,JSE40,Mining,80704000000,235417600000,80423,GLEN.L
Gold Fields,ZA,,JSE40,Mining,26272972973,7832432432,6560,GFI.JO
Growthpoint Properties,ZA,,JSE40,Real Estate,3135135135,725405405,598,GRT.JO
Impala Platinum,ZA,,JSE40,Mining,9010270270,5618918919,63787,IMP.JO
Investec Ltd,ZA,,JSE40,Banks,6263783784,2590810811,8000,INL.JO
Investec PLC,ZA,,JSE40,Banks,6263783784,2590810811,8000,INP.JO
Mondi,ZA,,JSE40,Paper,4160000000,8550400000,24040,MNDI.L
Mr Price Group,ZA,,JSE40,Retail,2241081081,2291891892,20443,MRP.JO
MTN Group,ZA,,JSE40,Telecom,22657297297,12257297297,21975,MTN.JO
MultiChoice Group,ZA,,JSE40,Media,2869729730,2743783784,8000,MCG.JO
Naspers,ZA,,JSE40,Media,32123000000,10008000000,45780,NPN.JO
Nedbank Group,ZA,,JSE40,Banks,6642162162,3240000000,25700,NED.JO
NEPI Rockcastle,ZA,,JSE40,Real Estate,5716216216,977837838,687,NRP.JO
Northam Platinum,ZA,,JSE40,Mining,4993513514,2249729730,14172,NPH.JO
Old Mutual,ZA,,JSE40,Insurance,2916756757,6376756757,29861,OMU.JO
Prosus,ZA,,JSE40,Technology,79459459459,8953513514,41998,PRX.JO
Reinet Investments,ZA,,JSE40,Investments,4342702703,,,RNI.JO
Remgro,ZA,,JSE40,Investments,5669729730,2824324324,27298,REM.JO
RMB Holdings,ZA,,JSE40,Financials,32016757,4864865,,RMH.JO
Sanlam,ZA,,JSE40,Insurance,9759459459,13232432432,23363,SLM.JO
Sasol,ZA,,JSE40,Chemicals,6465945946,13480000000,27107,SOL.JO
Shoprite Holdings,ZA,,JSE40,Retail,8131891892,14158378378,147268,SHP.JO
Standard Bank Group,ZA,,JSE40,Banks,27940000000,9752972973,50451,SBK.JO
